Date	Speakers	Title	Description	YouTube ID	Non-YouTube landing page	Slides landing page	Transcript	Slides download URL	Talk download URL	Start time	End time	Conference landing page	Default image	GitHub username	Training material	Installation	Type	Target audience	Language
2024-01-09	Kelly Doonan-Reed	TurboCurator demo	TurboCurator by ICPSR assists data depositors by providing recommendations for enhancing metadata quality before publication.		https://harvard.zoom.us/rec/share/0a9L0tMXUK1lRlR4Y5Lx-AHIWD4JuhEtahohBsgQGoFauc5Ng2WjkdhxyuRZdBEq._GjWpzbwX1FqluZq	https://drive.google.com/file/d/1zFOGFBqlwggIO6qPHhmFLdt9YagIms8s/view?usp=sharing								ICPSR					
2023-12-13	Melina Hernández	Demo of the new Dataverse frontend: files table	The Dataverse frontend is being <a href="https://groups.google.com/g/dataverse-community/c/2hfhWIHQddE/m/hATuWGGSAAAJ">rewritten</a> into a Single Page Application (SPA) and <a href="https://github.com/IQSS/dataverse-frontend">the new React code</a> is now deployed to <a href="https://beta.dataverse.org/spa">beta.dataverse.org/spa</a>. This video demostrates the progress so far, especially the ability to display, sort, and filter files on a dataset page.		https://drive.google.com/file/d/1uo3wJM4wlLpPouGM4zbxCAy2pCIjXfFn/view?usp=sharing									MellyGray					
2023-12-12	Jan Range	pyDataverse-Generator, an automated approach using the OpenAPI specification	PyDataverse is designed to closely resemble Dataverse's native API structure. However, the native API is not static, and new endpoints are added or existing ones can change with each release. This makes it challenging to keep PyDataverse up-to-date with the latest API changes, as there is no active maintenance team. To reduce the maintenance burden and ensure PyDataverse is up to date, OpenAPI specifications can be used to dynamically generate PyDataverse's core. This includes URL endpoints, parameters, payload, and response schemes. In addition, synchronized schemes allow client-side validation of requests that are up-to-date with the current version of Dataverse. Ultimately, automatic synchronization between PyDataverse and Dataverse reduces maintenance burden, allowing the maintenance team to focus on developing a high-level interface for user-friendliness and ensures the core developer team that upstream changes are reflected in client libraries.		https://harvard.zoom.us/rec/share/TNXUMpkr4YD6Iyw_JPdDoka7u9JC2hCR2phXPrJ_RW8m2Oxogx11xEucjffrH2va.npteF-PwuuX_n2vt	https://drive.google.com/file/d/1aqtKnZWr67nXeQHLbfJyhuHQ7vYLykU4/view?usp=drive_link								JR-1991					
2023-12-04	Sonia Barbosa	Intermediate Curation on the Dataverse Platform	This session is designed to delve into the practices, tools, and features of data curation, focusing specifically on the Harvard Dataverse Repository as the platform for storing, sharing, and curating research data. This webinar aims to guide intermediate users through advanced curation techniques, empowering them to enhance data discoverability, usability, and re-usability within the Harvard Repository. Attendees will gain in-depth knowledge of metadata enrichment, version control, best practices for data documentation, and ensuring compliance with repository standards and policies.	L5n6qci3bz0		https://dataverse.org/presentations/intermediate-curation-dataverse-platform									1	dataverse.harvard.edu	tutorial	Curators	
2023-11-15	Julian Gautier	Introduction to Metadata in Dataverse Repositories: For Researchers and Support Staff 	Come learn about how Dataverse helps researchers describe and find data. This webinar will cover how metadata fields are organized and how Dataverse features help streamline data publishing and make data more findable, accessible, and reusable.	8BZRqtdhF68		https://dataverse.org/presentations/introduction-metadata-dataverse-repositories-researchers-and-support									1	dataverse.harvard.edu	tutorial	End users	
2023-11-14	Kyle Logue	A Python script for downloading large files from Dataverse	The script can be downloaded from <a href="https://gist.github.com/Teque5/432971e88440ba78fc5c6147bcdf1662">GitHub</a>. In the Zoom recording, this is video 2 of 2.		https://harvard.zoom.us/rec/share/AsB1xRUM3bsNmDrqTVa9ZM91FaHM5F1wdVAdoBAbbM5bXLllDUKfBfAbkLb4G7Ej.-Jyz6CjRt18R3Hfq									Teque5					
2023-11-14	Philip Durbin	Fast redeploy of Dataverse code, continued	A quick demo with Netbeans and pointers toward the <a href="https://groups.google.com/g/dataverse-community/c/zNBDzSMF2Q0/m/Z-xS6fA2BgAJ">ongoing discussion</a>. In the Zoom recording, this is video 1 of 2.		https://harvard.zoom.us/rec/share/AsB1xRUM3bsNmDrqTVa9ZM91FaHM5F1wdVAdoBAbbM5bXLllDUKfBfAbkLb4G7Ej.-Jyz6CjRt18R3Hfq									pdurbin					
2023-11-07	Philip Durbin	Fast redeploy of Dataverse code with Netbeans	With Payara running in a Docker container, we run Dataverse (a Jakarta EE app) in debug mode and click "Apply Code Changes" to quickly deploy code changes. See also <a href="https://github.com/IQSS/dataverse/issues/9590">#9590</a>.	yo3aKOg96f0															
2023-10-11	Sonia Barbosa, Gustavo Durand, Amber Leahey	Introduction to Data Handling on the Dataverse Platform	Introduction to Dataverse ● Data Management Principles ● File Handling & Deposit ● Permissions and access ● Overview of File Handling Features ● Management of Various Data Types ● File Versioning ● Files and External Tools / Integrations ● Spotlight: Analysing Survey Data Using Data Explorer	DzyFHoZp71g		https://dataverse.org/presentations/introduction-data-handling-dataverse-platform									1	dataverse.harvard.edu	tutorial	End users	
2023-10-17	Julian Gautier, Eryk Kulikowski	Oct 2023 Datavese Community Call: UX research and RO-Crate	Julian Gautier spoke about an update to a UX research resource, <a href="https://doi.org/10.7910/DVN/8FEGUV">Dataset metadata of known Dataverse installations"</a>, meant to help make data informed design decisions for Dataverse, and gave an update on the planned Dataverse UX Working Group. The KU Leuven LIBIS team demoed and discussed their work on RO-Crate previewers and exports. For more information about KU Leuven LIBIS team's talk, see <a href="https://groups.google.com/u/1/g/dataverse-community/c/oXksy1da1KI">the thread in the Dataverse Community Google Group</a>.		https://drive.google.com/file/d/163meDdiPpx7GtVYo0ue44iaypbAt4Pxf	https://docs.google.com/presentation/d/16Wh_mmlF6DBh2a9JqbCaVxg_0PuydFWfe_XaB7AA89Q		https://docs.google.com/presentation/d/16Wh_mmlF6DBh2a9JqbCaVxg_0PuydFWfe_XaB7AA89Q/export/pdf	https://drive.google.com/u/1/uc?id=163meDdiPpx7GtVYo0ue44iaypbAt4Pxf&export=download										
2023-10-12	Guido Schmutz	Platys and Dataverse	<a href="https://github.com/trivadispf/platys">Platys</a> is a tool for generating and provisioning modern data platforms based on Docker and Docker Compose. In this demo we see how the next version of Platys will support Dataverse.		https://harvard.zoom.us/rec/share/XAsfCi18HhPdVxe9NZPvAAqt4SId1H_i7CH7ePrpsMzQ690sZiwkgW9_6Rqo9tuQ.NuIo-gsuEZCuUMsa	https://github.com/TrivadisPF/platys-modern-data-platform/blob/develop/presentations/platys-two-pager-v1.0.pdf								gschmutz					
2023-09-20	Katie Mika	Introduction to Data Management & FAIR	This webinar goes beyond the basics, offering a comprehensive overview of how the FAIR principles - Findability, Accessibility, Interoperability, and Reusability - can elevate your data management skills and propel you towards becoming a data sharing expert.	X19ne3S8Axo		https://docs.google.com/presentation/d/1qqyJqE_IghX--FTWqJ37YncCJ_e-BQ_z9wAMsqQ-Jv8/edit?usp=sharing									1	dataverse.harvard.edu	tutorial	End users	
2023-09-19	Miguel Tomas Silva	Real-time experimental data and Dataverse	Adding <a href="https://tinyurl.com/ValidationDataOrigins">functionality</a> to receive live, real-time, experimental data directly from a smart data acquisition device into Dataverse.		https://harvard.zoom.us/rec/share/4TRL7aiOpaKJpWIy6A5UlUoVijSlYTpVpN-aNHkXRQObK3Wjw7nahGrhJyPdJkYz.LQgomyX-CPBAaY8D									aeonSolutions					
2023-09-15	Julian Gautier	GREI Collaborative Webinar: Metadata Recommendations	Metadata recommendations from the GREI metadata and search subcommittee, including how the recommendations came about, what we hope to achieve, and next steps.	PmvEunzZUsc		https://doi.org/10.5281/zenodo.8356814									1	dataverse.harvard.edu	tutorial	End users	
2023-09-14	Sonia Barbosa, Julie Goodman	Introduction to Using the Harvard Dataverse Repository & the NIH DMP Harvard Dataverse Guidance Document	Come learn about the Harvard Dataverse Repository for data sharing and preservation. This overview will cover how Dataverse supports data sharing and FAIR, the new NIH DMP Harvard Dataverse Guidance documentation, an overview, and more. 	GAtrBD8ajNI											1	dataverse.harvard.edu	tutorial	End users	
2023-09-13	Ellen Kraffmiller et. al	UI Component Library Group kickoff meeting	We had a good discussion about the goals for our group, the main goal being to share information among community members interested in UI development. For notes and future meetings, see <a href="https://groups.google.com/g/dataverse-community/c/4iuH6HRUy2c/m/59beyU3OAQAJ">this thread<a>.		https://drive.google.com/file/d/12g_kbOw75CcNpEHsA860CQqlJjzUKdOU/view?usp=drive_link									ekraffmiller					
2023-08-22	Slava Tykhonov	Knowledge Graphs and Semantic Search in Dataverse	Presentation for the Dataverse Community call on the practical implementation of semantic interoperability on the infrastructure level by using Linked Open Data and Semantic Web technologies.		https://harvard.zoom.us/rec/share/1jwUV3HikNUXWJM8rFF-AL4GcOpSIykrJLhSYBzBwQIhwjyYal9w6m2q990ag0xu.1LjiFXCZB5BpNSW5	https://docs.google.com/presentation/d/1Hmk0lURneusskC8BAg2scLkyZEsnWoLqszzm8-b1QbE/edit?usp=sharing								4tikhonov					
2023-08-03	Guillermo Portas	Demo of the new Dataverse frontend	The Dataverse frontend is being <a href="https://groups.google.com/g/dataverse-community/c/2hfhWIHQddE/m/hATuWGGSAAAJ">rewritten</a> into a Single Page Application (SPA) and <a href="https://github.com/IQSS/dataverse-frontend">the new React code</a> is now deployed to <a href="https://beta.dataverse.org/spa">beta.dataverse.org/spa</a>. This video demostrates the progress so far, especially the ability to display a dataset page.		https://drive.google.com/file/d/1T31O6VPsA2rmVeAVlt13W528xrgjJ9vj/view?usp=drive_link									GPortas					
2023-07-25	Erwan Béguin	Connectors between Dataverse and several research tools such as JupyterHub and D4science	The EOSC Pillar Dataverse-to-JupyterHub Connector enables seamless data transfer, promoting efficient analysis and collaboration. Key features include two-way file and dataset transfer, lightweight deployment, and cloud integration with JupyterHub instances. It supports small to medium-sized files and open access Dataverse API endpoints, with upcoming support for large files and signed Dataverse endpoints. The repository is available here: <a href="https://forgemia.inra.fr/dipso/eosc-pillar/dataverse-jupyterhub-connector">https://forgemia.inra.fr/dipso/eosc-pillar/dataverse-jupyterhub-connector<a>		https://harvard.zoom.us/rec/share/0RpoN_a7HPXF9jpBovtvxVgcaEbqrv5ZBSIKISVemdZjswGxOzbalQYpjebCbLA1.y2ZjRXYxhq8C_SU7									r1beguin					
2023-07-11	Thomas van Erven	Presentation slides "Semantic enrichment using Dockerized Services"	Slides from the presentation done first at Braga in 2023, later on 11th of July during community call.		https://harvard.zoom.us/rec/share/UpvuM5G8lUWCkud_3BGghRvBZKpchuK5BzRBxRtbHvdLLWwZrwVx9nZb4tURNMMP.7CGoo_Pn1rdo2kYX	https://docs.google.com/presentation/d/1sdnmYlQHlQbuFK87EW4vlh9neNM_axYW/edit?usp=sharing&ouid=117275479921759507378&rtpof=true&sd=true								thomasve-DANS					
2023-06-23	Dieuwertje Bloemen, Nick Poels	Integrating Symplectic Elements with Dataverse		SWfgZjR90ys										DieuwertjeBloemen					
2023-06-07	(Silent presentation)	Demo video from presentation "Semantic Enrichment using Dockerized Services"	Video depicting a number of technical topics via demo from the presentation "Semantic Enrichment using Dockerized Services		https://drive.google.com/file/d/1ItdT65hECHLH4qidoMWUskf_TYE7_AqB/view?usp=sharing									thomasve-DANS					
2023-06-07	Various	Dataverse Community Meeting 2023: June 7	Livestream from #dataverse2023 in Braga, Portugal.	mJuUdV39Bng															
2023-06-06	Various	Dataverse Community Meeting 2023: June 6	Livestream from #dataverse2023 in Braga, Portugal.	Bg3oeAzbkb8															
2023-05-30	Rok Roškar	Renku: a platform for sustainable data science	Renku is a platform developed at the Swiss Data Science Center with the goal of making it easier to develop, explore, and disseminate data science projects. This talk introduces the basic ideas behind the platform and focuses on potential integrations with data repositories.		https://harvard.zoom.us/rec/share/qrawVmox3SgiZE4k9x8xq-wPtmlAGRSmz4QT4i_btQELRj4whTdQBtXIJiKvz0uv._IDP0oYOMH0ncVsN	https://docs.google.com/presentation/d/1IJVDbvRbItMHRzeR1TQVh1FChI-ZJ-vA/edit?usp=sharing&ouid=107356554743493650358&rtpof=true&sd=true								rokroskar					
2023-05-02	Dominic Kempf	Pooch - Easily interact with data repositories from Python code	Demo of the Pooch library for data downloading from Python library code including its capabilities to work directly with DOIs pointing to Dataverse repositories.		https://harvard.zoom.us/rec/share/8hemz1tNNWeLRlLfsTBI0vD7U0q8WZvyMVd1YzT4UyvbVORmnhakwRRRF1fw2ANr.vcBXZk5kJnAAa11S	https://heibox.uni-heidelberg.de/f/ef388cb5a8a74f3d8d26/								dokempf					
2023-04-18	Philip Durbin, Oliver Bertuch, Guillermo Portas	Dataverse Containerization proposal	A walkthrough of the <a href="https://docs.google.com/document/d/14DHDB24Cp_kzpYqhHCKCtnzOw8_WuLOOONyqJHSsaYM/edit?usp=sharing">Dataverse Containerization</a> proposal by its authors, building upon the work of the <a href="https://ct.gdcc.io/">Containerization Working Group</a>.		https://harvard.zoom.us/rec/share/qQJLuOQYIX5FA5Fsandjuu3L4qIgmV9AKOZ0tZu3ZPcdDmcVw-2D7qn9VcCAojIk.PHPDAOdOWYI_hXCr														
2023-04-04	Dimitri Szabo	Data paper template generation tool	Data papers are small publications allowing to increase the visibility of published dataset, in particular when they are not related to a scientific article. If the description expected in a data paper should be more extensive than the one provided in the repository, most of the information is either the same than the metadata or can be expanded from the metadata a first basis. The concept of this tool is therefore to generate templates of data papers, that can be adapted e.g. for various journals, prefilled from the metadata of datasets published in Dataverse.		https://harvard.zoom.us/rec/share/uNiYpxFHWRWxtEZLxm7VQDPqpIqvET5-l8rrs7AXwVwXer2cJwQZ4irQV3BJXU6c.F_TcHXxLOOgfIUam	https://nextcloud.inrae.fr/s/xkJ8Yg7pF9FSrFn								DS-INRAE					
2023-04-03	Ramin Soleymani-Fard	IDS Toolkit Demo/Local Contexts - Dataverse	The RIDAGOP (Indigenous data sovereignty) toolkit (<a href="https://toolkit.ridagop.net">https://toolkit.ridagop.net</a>) allows developers to create generic data-management processes, connect them to data-repository systems. This demonstrates two processes; adding Local Contexts Labels to datasets and how to create a customizable data access application processes.		https://drive.google.com/file/d/1kWMdMDlqm-kDK5yexBqKhaYuPBgefZD6/view?usp=sharing	https://drive.google.com/file/d/1lnYVYsTdPwIjn-QY8hXOeaZ1BiAvbWsT/view?usp=share_link													
2023-03-21	Philip Durbin, Oliver Bertuch, et al.	Kickoff of the Containerization Working Group	The <a href="https://dataverse.org/working-groups#cwg">Containerization Working Group</a> will meet weekly on Thursdays at 10am Boston time. The first goal is to write up <a href="DRAFT - Dataverse Containerization">a proposal</a> to present at the community call on April 18.		https://harvard.zoom.us/rec/share/qb3gd3pboooRa9UHyLyIvPfxVgoahbGWFaxLdJDO2VD-MGMqWnZIsJjc3Rxao6Wu.-Y-CiwvgRwVj8v6c	https://docs.google.com/document/d/1r_GMYqYzUyQR2LQ2cqSLWPDuFRzd18PJ-4UFC4Nvnpw/edit?usp=sharing													
2023-03-08	Jan Range	EasyDataverse	EasyDataverse is a Python library used to interface Dataverse installations and present metadatablocks as objects that data can be mapped to. Simply connect to a Dataverse, enter metadata, add files and upload to your installation.		https://harvard.zoom.us/rec/share/No8cEKFabto-WlJ_kR_ghZeSxEnblNVsZLq4X7rdCVxv5hoPgXox6G0_eo8518wJ.RAidfVMAKoxI1AvJ	https://www.dropbox.com/s/0mkkiiuj3eody1t/EasyDataverse_IQSS_Talk_2023_JRange.pdf?dl=1								JR-1991					
2023-03-07	Sebastian Karcher	Integrating Hypothesis Open Web Annotations into Dataverse	QDR provides an external tool, Anno-REP, to extract annotations from Word or PDF, convert them into Hypothes.is annotations, and export them to any webpage. Annotations are also stored in QDR’s Dataverse instance, where they can be viewed using a previewer.		https://harvard.zoom.us/rec/share/2sSa1j_nMb--MQl8FhMEND6rr4Sk3W3iKDkqOKhPiwACiJiR57MAnDP95C3rCn_6.4piBFUyW0Yz1G3vB									adam3smith					
2023-03-07	Jan Range	Modular SPA Design: Proof of principle in React	As Dataverse strives towards enriching its capabilities through a single page application, cutting-edge web development libraries like React provide unparalleled flexibility in design. In light of this, a significant achievement would be to enable users to tailor their experience by integrating plugins that extend functionality or streamline data transfer to external applications, such as a review tool. The talk at hand showcases a prototype, serving as a proof of concept, and offers insight into the architecture and utilization of such an extension within the SPA.		https://harvard.zoom.us/rec/share/yOEbfibctzmKkoLNP-MHypX_p_Fzi7mOVGLmL1jVkZp9_71VWyUNAskumD_ZcjyK.CLGqvGCcJtexMo7m									JR-1991					
2023-02-07	Dieuwertje Bloemen, Eryk Kulikowski	Demo of rdm-integration	A dashboard to pull data from active data management systems (such as Gitlab, Github, iRods and pretty much any tool with an API). It's meant to make integrations more flexible and less dependent on the integration’s provider’s cooperation.		https://harvard.zoom.us/rec/share/_vePazWP1NsGB56fyQBjSKlVD9awJQuS-YGGcEkCFByYnVtYpLPXsoCGnKSl1jcF.ShkyCfxEj3-4qkia	https://kuleuven-my.sharepoint.com/:p:/g/personal/dieuwertje_bloemen_kuleuven_be/Ec5Six6VT5hCmzwfVJACF2oBCj5KgH7te9VAomBjzkqWnA?e=FC4F9t							1	libis					
2023-01-10	Jan Range	EasyReview	EasyReview is a website tool designed to help review datasets stored in Dataverse. It breaks down the review process by looking at each field of the dataset individually. Reviewers can be easily invited to join the review through a provided link, and can share their feedback with others involved in the process.		https://harvard.zoom.us/rec/share/bDBTo_M5X4B-gcDgbUqxK3ABBXQyB1iLrPOB0Sgi91yvia4KRI9lW7BgTHoB9IU.GNuVNf21uH6ibpSY	https://www.dropbox.com/s/o986yf09c7a0tfr/EasyReview_SimTech_Range_2023.pdf?dl=1								JR-1991					
2022-12-08	Sonia Barbosa (Dataverse), Sarah Lippincott (Dryad), Eric Olson (OSF), Ida Sim (Vivli)	Best practices for sharing data in a generalist repository: Metadata, data preparation, and reporting	This webinar will introduce best practices for sharing NIH-funded data in generalist repositories including tips and guidance for generating high quality metadata to describe your data, preparing data files and documentation for sharing, considerations for data licensing and privacy, and reporting on open data and metrics.	97RW26VsTtg		https://osf.io/h59ge									1	dataverse.harvard.edu	tutorial	End users	
2022-11-10	Ana Van Gulick (Figshare), Julie Goldman (Harvard Library), Rebecca Li (Vivli), Jessica Herzog (Dryad), Nici Pfeiffer (Open Science Framework)	How to include generalist repositories in your NIH data management and sharing plans	Learn how to include generalist repositories in data sharing plans as part of your preparation for the new NIH Data Management and Sharing Policy beginning in January 2023.		https://osf.io/hecvk	https://osf.io/g8syp									1	dataverse.harvard.edu	tutorial	End users	
2022-10-31	Ana Trisovic, Philip Durbin, Oliver Bertuch	NetCDF/HDF5/geospatial kickoff meeting	The first of weekly public meetings about the NetCDF/HDF5/geospatial project. See the <a href="https://groups.google.com/g/dataverse-community/c/rAdXa7hVeH8/m/eEuQHOqLAQAJ">announcement</a> of the project and the <a href="https://docs.google.com/document/d/1M2zZ6mN1QngYpRzGomb5R6fk9ePwG5BPgD65leseow4/edit?usp=sharing">notes</a> for this initial meeting. All are welcome to join <a href="https://calendar.google.com/calendar/embed?src=c_udn4tonm401kgjjre4jl4ja0cs%40group.calendar.google.com&ctz=America%2FNew_York">future meetings</a>.		https://drive.google.com/file/d/1E-aV1yFukwZYO9-Qxm1W-QXzbrWIZMCk/view?usp=sharing														
2022-10-12	Sonia Barbosa	Meet the GREI Generalist Repositories	A panel discussion with the 7 generalist repositories participating in the NIH Generalist Repository Ecosystem Initiative (GREI). We learned about common features and capabilities across repositories as well as repositories that support specific use cases.	JXaKr1B8lvw		https://datascience.nih.gov/grei-collaborative-webinar-series									1	dataverse.harvard.edu	tutorial	End users	
2022-09-15	Sonia Barbosa	Introduction to Generalist Repositories for NIH Data Sharing	Learn what a generalist repository is, including key repository features and data sharing use cases for generalist repositories. Find out how generalist repositories fit into the NIH data sharing landscape and the new NIH Data Management and Sharing Policy.	prywwu1Bzww		https://datascience.nih.gov/grei-collaborative-webinar-series									1	dataverse.harvard.edu	tutorial	End users	
2022-09-06	Philip Durbin	Demo of using Globus to upload files to Dataverse 	Support for Globus is currently being tested. Upload is working, as shown in this demo.		https://harvard.zoom.us/rec/share/KpCjrmA9XdKIuoFiKJEFS1btmpobXLLy-ZjLwsMjmNg5qRg9U4TZ1MNOIrK4o-Ii.5MRgVLZj0B-OwUpZ								1	globus					
2022-08-23	Eryk Kulikowski, Dieuwertje Bloemen	Demo of creating datasets with incomplete required metadata fields	KU Leuven RDR has code ready to resolve https://github.com/IQSS/dataverse/issues/8822		https://harvard.zoom.us/rec/share/EZGLPBLPv3o74H_WD-ejp34c3Grro1Jk8mS5L8um9PyFbKzVr2Ro_62gqIkckKf5.1Fh8UfNOIkc8sqpc		https://harvard.zoom.us/rec/share/EZGLPBLPv3o74H_WD-ejp34c3Grro1Jk8mS5L8um9PyFbKzVr2Ro_62gqIkckKf5.1Fh8UfNOIkc8sqpc						1	libis					
2022-08-02	Gustavo Durand	Introduction to the Dataverse Software (in Spanish)	Given at the launch event for Repositorio de Datos Académicos RDA-UNR.	z2Fzjl5o6KA		https://docs.google.com/presentation/d/1L0uAFoLauNWIBu0RIhV_WgGOxyXih7lZErnKHeHJPmY/edit?usp=sharing													
2022-06-15	Jim Myers	Experimenting with geospatial indexing	Given at the Geospatial session at the 2022 Dataverse Community Meeting.	EACJJaV3O1c		https://osf.io/84pnw				4032			1						
2022-06-15	Kevin Worthington	Geospatial Data Support in Institutional Repositories	Given at the Geospatial session at the 2022 Dataverse Community Meeting.	EACJJaV3O1c		https://osf.io/mz82b				3100			1	kevinworthington					
2022-06-15	Fu Xiaokang	Dataverse Enables Effective Sharing of COVID-19 Data	Given at the Geospatial session at the 2022 Dataverse Community Meeting.	EACJJaV3O1c		https://osf.io/8r5xg				2081			1						
2022-06-15	Bert Spaan	Allmaps: curating, georeferencing and exploring for IIIF maps	Given at the Geospatial session at the 2022 Dataverse Community Meeting.	EACJJaV3O1c						1240			1	bertspaan					
2022-06-15	Kaitlin Newson	GeoJSON Preview	Given at the Geospatial session at the 2022 Dataverse Community Meeting.	EACJJaV3O1c		https://osf.io/6kgq5				588				kaitlinnewson					
2022-06-15	Kevin Worthington	Geospatial session introduction	Given at the Geospatial session at the 2022 Dataverse Community Meeting.	EACJJaV3O1c		https://osf.io/mz82b							1						
2022-06-15	Jim Myers	There and Back Again: Recent Updates to Dataverse’s BagIt-based Archiving Capabilities	Given at the Preservation session at the 2022 Dataverse Community Meeting.	qY3ZUwLqL8Y						2513									
2022-06-15	Tiago Braga, Tatiana Canelhas Pignataro	Hipátia: a model to implement trusted archival digital repositories	Given at the Preservation session at the 2022 Dataverse Community Meeting.	qY3ZUwLqL8Y		https://osf.io/876bw				1362									
2022-06-15	Grant Hurley	Fixity in the Cloud: Preservation Planning for Scholars Portal Dataverse	Given at the Preservation session at the 2022 Dataverse Community Meeting.	qY3ZUwLqL8Y						278									
2022-06-15	Dorothea Iglezaki	Metadata2Dataverse demo	Given at the Metadata session at the 2022 Dataverse Community Meeting.		https://osf.io/jd63z	https://osf.io/xtm4z								doigl					
2022-06-15	Dorothea Iglezaki	Metadata2Dataverse	Given at the Metadata session at the 2022 Dataverse Community Meeting.	eeCMN_5Nj_0		https://osf.io/xtm4z				6528			1	doigl					
2022-06-15	Jan Range	EasyDataverse: Generation of a User-friendly Python Interface to a Dataverse Installation	Given at the Metadata session at the 2022 Dataverse Community Meeting.	eeCMN_5Nj_0		https://osf.io/txcdh				5517			1	JR-1991					
2022-06-15	Eugene Barsky, Paul Lesack	Dryad2Dataverse	Given at the Metadata session at the 2022 Dataverse Community Meeting.	eeCMN_5Nj_0		https://osf.io/4ahfr				4758			1	plesubc					
2022-06-15	John Huck, Kaitlin Newson	One to Beam Up: Migrating a Dataverse Repository to a Shared Installation	Given at the Metadata session at the 2022 Dataverse Community Meeting.	eeCMN_5Nj_0		https://osf.io/9dx7p				3523			1						
2022-06-15	Oliver Bertuch	HERMES + Dataverse - are we ready for research software?	Given at the Metadata session at the 2022 Dataverse Community Meeting.	eeCMN_5Nj_0		https://osf.io/vqcuh				2293			1	poikilotherm					
2022-06-15	Slava Tykhonov	Flexible Metadata Schemes Support for Dataverse	Given at the Metadata session at the 2022 Dataverse Community Meeting.	eeCMN_5Nj_0		https://osf.io/67g8d				1135			1	4tikhonov					
2022-06-15	Wim Hugo	Where Does Metadata End, and the Graph Begin?	Given at the Metadata session at the 2022 Dataverse Community Meeting.	eeCMN_5Nj_0		https://osf.io/caq68													
2022-06-15	Andrew Woods	Harvard Data Commons	Through the Harvard Data Commons project, we’ve developed a Confederation of Open Access Repositories (COAR) Notify/Linked Data Notification-based mechanism for these repositories to inform each other of new materials potentially related to their holdings, allowing administrators to easily create back-links as appropriate.	S6tbrqOU8QM		https://osf.io/72w4m													
2022-06-15	Mahmood Shad	FAIR Computational Workflow Support in Dataverse	Given at the Curation and/or Workflows session at the 2022 Dataverse Community Meeting.	4b-1jwxKb9A		https://osf.io/2xj7m				5656			1						
2022-06-15	Wim Hugo	Licences and Automation	Given at the Curation and/or Workflows session at the 2022 Dataverse Community Meeting.	4b-1jwxKb9A		https://osf.io/cm7rx				4544			1						
2022-06-15	Kathryn Claypool	Using Metadata to Catalog: When Protected Data Can’t Be Stored in Dataverse	Given at the Curation and/or Workflows session at the 2022 Dataverse Community Meeting.	4b-1jwxKb9A		https://osf.io/z5shx				3646			1						
2022-06-15	Ceilyn Boyd, Katie Mika	Curating Large Library Collections in the Harvard Dataverse Repository	Given at the Curation and/or Workflows session at the 2022 Dataverse Community Meeting.	4b-1jwxKb9A		https://osf.io/sdxyw				2315			1						
2022-06-15	Saadiah Ghazali	WorldFish Dataverse Performance	Given at the Curation and/or Workflows session at the 2022 Dataverse Community Meeting.	4b-1jwxKb9A		https://osf.io/2dg9n				949									
2022-06-15	Christina Chan-Park, Laura Sare, Laura Waugh	Getting to Know You: Results of the Texas Data Repository User Survey	Given at the Curation and/or Workflows session at the 2022 Dataverse Community Meeting.	4b-1jwxKb9A		https://osf.io/5u4gh							1						
2022-06-15	Marcus Gaertner	XSample – Excerpt Generation via External Tool	Given at the Tools/Curation/Metadata session at the 2022 Dataverse Community Meeting.	aIC_cfkWgZk		https://osf.io/u6xtp				4001									
2022-06-15	Maria Praetzelli, Julie Goldman	FAIRification of Data through Passage of Research Data and Metadata between DMPTool, RSpace and Dataverse	Given at the Tools/Curation/Metadata session at the 2022 Dataverse Community Meeting.	aIC_cfkWgZk		https://osf.io/wx5hk				2495			1	rspace-os					
2022-06-15	Sebastian Karcher	Enhancing Dataverse for Qualitative Data: New Previewers and External Tools	Given at the Tools/Curation/Metadata session at the 2022 Dataverse Community Meeting.	aIC_cfkWgZk		https://osf.io/g238h				1330			1						
2022-06-15	Sebastian Karcher	Introducing dvcurator-python	Given at the Tools/Curation/Metadata session at the 2022 Dataverse Community Meeting.	aIC_cfkWgZk						868			1						
2022-06-15	Matthew Dunlap	Confirmable Reproducible Research Environment - CORE2	Given at the Tools/Curation/Metadata session at the 2022 Dataverse Community Meeting.	aIC_cfkWgZk		https://osf.io/v3t4p				25			1	matthew-a-dunlap					
2022-06-15	Sonia Barbosa	The Dataverse Project for Managing and Sharing Your Research Data		sLoOrSMHK4Y		https://osf.io/j9ywu				4412			1						
2022-06-15	Katie Mika	Research Data Publishing Ethics - Outputs from FORCE11 & COPE Working Group		sLoOrSMHK4Y		https://osf.io/7afhp				3658			1						
2022-06-15	Jon Crabtree, Philipp Conzett, Jim Myers	Updates from the Global Dataverse Community Consortium	Financial updates, ongoing projects, GDCC website, Governance and Advisory Board, Dataverse Community Survey 2022	sLoOrSMHK4Y		https://osf.io/4bdcj													
2022-06-14	Ana Trisovic	Dataverse Integration With GitHub via a GitHub Action	Given at the Integrations/Tools session at the 2022 Dataverse Community Meeting.	3ek7F_Dxcjk		https://osf.io/e4xu6				6286			1	atrisovic					
2022-06-14	Jim Myers	Adding Lots of Zeros to the Size of Datafiles	Given at the Integrations/Tools session at the 2022 Dataverse Community Meeting.	3ek7F_Dxcjk		https://osf.io/8gn7d				5290			1						
